voltmean_24h;rotatemean_24h;pressuremean_24h;vibrationmean_24h;voltsd_24h;rotatesd_24h;pressuresd_24h;vibrationsd_24h;voltmean_5d;rotatemean_5d;pressuremean_5d;vibrationmean_5d;voltsd_5d;rotatesd_5d;pressuresd_5d;vibrationsd_5d
191.91;466.53;99.36;39.96;15.23;46.96;9.11;5.55;179.65;457.01;99.18;40.10;12.65;6.35;0.62;0.45
173.69;449.52;99.30;39.21;13.81;57.99;8.42;4.47;179.97;455.51;99.03;39.82;12.42;7.18;0.42;0.49
167.89;447.13;98.58;41.95;8.58;45.92;8.90;6.10;180.06;455.08;99.07;40.26;12.31;7.69;0.34;1.06
171.65;444.04;100.71;39.92;16.85;37.12;11.36;4.48;179.97;452.23;99.44;40.32;12.39;8.77;0.78;1.03
168.58;427.10;95.43;41.00;16.22;53.97;9.57;5.03;174.74;446.86;98.67;40.41;9.88;14.08;1.97;1.07
171.05;457.92;100.53;40.39;17.23;51.24;10.24;4.82;170.57;445.14;98.91;40.49;2.36;11.33;2.13;1.05
170.86;448.64;97.85;39.33;13.19;47.06;9.24;5.12;170.00;444.96;98.62;40.52;1.66;11.25;2.16;1.01
169.39;449.86;99.21;39.42;17.84;45.87;9.85;4.75;170.30;445.51;98.75;40.01;1.27;11.44;2.18;0.70
170.61;456.11;99.77;39.86;17.20;45.97;12.31;4.82;170.10;447.92;98.56;40.00;1.07;12.30;2.00;0.70
172.65;461.14;99.37;41.12;13.29;57.17;9.26;4.45;170.91;454.73;99.35;40.02;1.17;5.34;0.98;0.74
167.15;471.79;99.72;41.24;19.83;46.11;10.57;4.86;170.13;457.51;99.19;40.19;2.03;9.44;0.78;0.92
168.69;458.89;101.78;40.41;15.04;39.25;8.16;5.62;169.70;459.56;99.97;40.41;2.07;8.04;1.04;0.79
170.37;446.04;100.20;38.50;16.32;39.42;8.15;5.23;169.89;458.79;100.17;40.22;2.08;9.27;0.95;1.12
174.15;439.98;98.80;39.59;15.59;48.89;6.97;5.37;170.60;455.57;99.97;40.17;2.85;12.64;1.13;1.14
173.47;452.85;99.52;41.15;12.37;52.88;10.21;3.14;170.77;453.91;100.00;40.18;3.01;12.26;1.11;1.15
165.30;444.21;98.56;39.26;12.37;56.98;8.52;4.33;170.40;448.40;99.77;39.78;3.62;7.48;1.29;1.03
172.36;453.10;101.57;40.09;15.79;50.95;9.39;6.58;171.13;447.24;99.73;39.72;3.56;5.68;1.21;0.99
172.50;439.13;99.09;40.41;14.84;55.13;11.16;6.35;171.56;445.85;99.51;40.10;3.57;6.78;1.21;0.74
172.18;434.69;97.88;39.01;11.54;54.40;10.19;4.66;171.16;444.80;99.33;39.99;3.31;8.19;1.40;0.87
174.91;439.04;99.70;41.22;14.70;49.15;10.66;4.77;171.45;442.03;99.36;40.00;3.61;7.05;1.41;0.89
167.17;441.94;102.50;40.28;16.05;40.75;8.46;5.07;171.83;441.58;100.15;40.20;2.83;6.94;1.87;0.79
172.11;444.28;100.71;38.86;11.86;49.31;7.61;5.44;171.77;439.82;99.98;39.96;2.82;3.60;1.74;1.00
172.54;439.36;99.42;39.13;13.56;45.80;11.99;5.85;171.78;439.86;100.04;39.70;2.82;3.59;1.71;1.02
165.04;438.95;101.59;40.80;13.70;61.29;9.00;4.16;170.35;440.71;100.78;40.06;4.09;2.34;1.29;1.03
170.65;436.08;96.02;48.18;10.48;49.39;11.49;7.39;169.50;440.12;100.05;41.45;3.27;3.12;2.52;3.85
167.89;449.97;95.74;49.44;12.84;42.04;13.04;5.47;169.65;441.73;98.70;43.28;3.15;5.47;2.69;5.12
171.95;454.60;100.86;42.82;16.31;58.41;8.47;6.81;169.61;443.79;98.73;44.07;3.12;8.02;2.71;4.54
171.65;444.20;102.64;39.80;13.65;40.36;9.67;5.39;169.44;444.76;99.37;44.21;2.93;7.64;3.25;4.36
170.50;441.79;100.12;38.12;12.94;41.62;6.31;4.01;170.53;445.33;99.08;43.67;1.60;7.19;3.06;5.00
175.46;445.90;100.34;38.87;17.43;55.39;9.14;4.42;171.49;447.29;99.94;41.81;2.73;5.06;2.55;4.62
170.21;449.58;101.27;41.01;14.92;60.00;8.97;4.79;171.95;447.21;101.05;40.12;2.09;5.01;1.00;1.85
168.71;463.14;100.15;40.11;13.70;55.43;6.18;3.55;171.30;448.92;100.90;39.58;2.55;8.44;1.08;1.12
168.07;463.39;101.52;41.18;14.97;50.53;10.66;5.18;170.59;452.76;100.68;39.86;2.90;9.98;0.66;1.34
170.74;457.06;97.00;39.22;16.84;65.05;11.78;4.68;170.64;455.82;100.05;40.08;2.90;7.90;1.81;1.03
172.84;437.44;101.53;40.84;14.10;53.83;9.83;6.32;170.11;454.12;100.29;40.47;1.87;10.90;1.93;0.81
166.74;451.24;99.17;41.52;16.45;50.24;8.81;5.08;169.42;454.45;99.87;40.57;2.40;10.75;1.89;0.92
169.20;452.85;101.82;39.62;18.91;40.25;9.36;4.73;169.52;452.40;100.21;40.48;2.37;9.59;2.09;1.00
168.07;453.12;99.40;41.36;10.15;49.23;10.63;4.70;169.52;450.34;99.78;40.51;2.37;7.53;1.97;1.04
169.10;432.84;99.12;38.63;15.07;35.86;9.03;3.61;169.19;445.50;100.21;40.40;2.27;9.62;1.35;1.24
168.43;440.17;100.82;39.12;15.37;46.98;9.49;4.12;168.31;446.04;100.07;40.05;0.99;9.12;1.20;1.32
167.93;454.05;101.77;38.33;13.93;54.15;10.43;3.36;168.55;446.61;100.59;39.41;0.58;9.59;1.28;1.19
169.88;456.67;99.32;37.31;18.11;48.82;10.38;4.88;168.68;447.37;100.09;38.95;0.81;10.34;1.16;1.50
169.60;437.49;97.19;40.70;16.98;53.71;7.54;4.18;168.99;444.24;99.64;38.82;0.81;10.52;1.76;1.24
167.82;455.83;98.33;39.73;15.98;39.96;7.49;5.94;168.73;448.84;99.49;39.04;0.95;9.24;1.85;1.29
170.74;459.50;106.20;39.33;14.33;50.37;9.77;3.94;169.19;452.71;100.56;39.08;1.28;8.73;3.58;1.30
173.42;436.82;99.45;40.78;13.16;57.67;9.39;5.12;170.29;449.26;100.10;39.57;2.05;11.14;3.53;1.40
168.30;453.82;98.45;38.50;17.48;36.22;9.65;5.95;169.98;448.69;99.92;39.81;2.24;10.73;3.60;0.96
165.29;446.35;100.63;41.21;17.57;45.46;9.86;5.55;169.12;450.47;100.61;39.91;3.09;9.01;3.26;1.10
170.80;445.07;98.79;40.35;21.84;44.84;10.44;5.57;169.71;448.31;100.71;40.03;3.06;8.69;3.18;1.11
168.86;450.80;97.90;40.28;18.37;54.20;10.68;6.50;169.34;446.57;99.05;40.22;3.02;6.48;1.05;1.03
172.62;432.01;100.97;41.38;13.75;38.00;8.04;4.31;169.18;445.61;99.35;40.34;2.76;8.37;1.37;1.14
170.82;461.73;99.04;40.24;19.76;50.02;10.08;5.78;169.68;447.19;99.47;40.69;2.79;10.72;1.30;0.55
172.45;456.38;101.37;39.33;10.14;54.22;9.47;5.37;171.11;449.20;99.61;40.32;1.53;11.44;1.49;0.73
172.30;449.99;98.77;39.32;18.02;37.13;10.24;6.03;171.41;450.18;99.61;40.11;1.60;11.21;1.49;0.85
170.28;456.27;100.02;41.71;18.74;59.72;10.94;5.47;171.70;451.28;100.03;40.40;1.07;11.54;1.14;1.12
170.11;470.90;97.63;40.13;13.67;50.68;8.08;5.02;171.19;459.05;99.37;40.15;1.11;7.82;1.40;0.98
171.85;448.71;101.59;41.20;19.76;40.04;7.36;4.29;171.40;456.45;99.88;40.34;1.12;8.81;1.69;1.09
169.60;431.58;98.85;39.23;11.18;44.21;9.84;4.88;170.83;451.49;99.37;40.32;1.17;14.19;1.50;1.11
168.21;453.49;100.22;40.38;15.47;46.64;11.49;4.40;170.01;452.19;99.66;40.53;1.31;14.19;1.49;0.97
168.90;458.18;101.05;40.68;14.87;51.31;10.74;5.32;169.74;452.57;99.87;40.32;1.38;14.35;1.62;0.73
172.30;448.08;99.21;40.16;14.42;41.07;11.51;4.53;170.17;448.01;100.18;40.33;1.81;10.05;1.17;0.73
171.49;449.53;102.86;39.19;12.02;55.23;9.18;5.96;170.10;448.17;100.44;39.93;1.73;10.07;1.61;0.68
171.09;437.23;98.99;39.52;13.61;45.24;9.00;5.65;170.40;449.30;100.47;39.99;1.75;7.80;1.57;0.62
169.33;442.85;98.15;40.08;13.48;66.49;11.04;4.95;170.62;447.18;100.06;39.93;1.45;7.83;1.89;0.58
169.11;346.39;99.11;39.48;12.02;55.97;12.02;3.68;170.66;424.82;99.67;39.69;1.39;44.11;1.83;0.42
173.25;387.67;97.98;40.11;16.29;46.58;8.17;5.59;170.85;412.74;99.42;39.68;1.70;44.41;1.99;0.40
172.40;446.36;99.19;40.66;15.15;52.20;8.36;6.11;171.04;412.10;98.69;39.97;1.83;43.77;0.57;0.49
166.00;450.27;101.26;40.11;17.58;38.84;10.92;4.31;170.02;414.71;99.14;40.09;2.90;45.98;1.30;0.42
174.61;426.38;100.06;39.61;13.63;45.58;9.93;5.59;171.07;411.41;99.52;39.99;3.49;44.01;1.22;0.47
165.12;450.84;103.99;40.64;16.85;47.72;6.56;5.05;170.28;432.30;100.50;40.23;4.39;26.88;2.29;0.44
169.10;438.54;97.24;40.80;19.03;56.46;12.47;5.29;169.45;442.48;100.35;40.36;4.07;10.25;2.51;0.50
173.35;451.96;99.73;39.80;14.23;53.88;11.30;5.43;169.63;443.60;100.46;40.19;4.25;11.05;2.46;0.52
174.24;453.62;100.63;40.85;17.40;49.40;11.33;5.07;171.28;444.27;100.33;40.34;4.09;11.65;2.42;0.59
171.32;461.94;100.37;39.52;13.94;52.45;11.08;5.09;170.63;451.38;100.39;40.32;3.66;8.39;2.42;0.62
168.84;458.28;100.13;41.37;16.96;54.05;9.25;4.91;171.37;452.87;99.62;40.47;2.44;8.92;1.37;0.77
173.04;449.65;96.18;39.21;18.42;46.12;13.41;5.30;172.16;455.09;99.41;40.15;2.14;4.96;1.83;0.92
171.41;448.07;98.67;39.87;15.92;52.11;9.03;5.14;171.77;454.31;99.19;40.16;2.04;5.81;1.85;0.91
169.08;452.74;99.57;40.06;17.71;44.56;10.50;3.96;170.74;454.13;98.98;40.01;1.77;5.85;1.70;0.83
173.04;450.40;97.74;39.28;14.28;44.56;11.71;5.95;171.08;451.83;98.46;39.96;2.05;3.98;1.57;0.87
174.71;450.72;97.86;39.93;14.87;51.74;12.40;3.74;172.26;450.32;98.00;39.67;2.13;1.70;1.26;0.39
170.14;440.46;100.15;39.64;15.50;39.17;8.58;4.81;171.68;448.48;98.80;39.76;2.25;4.78;1.06;0.31
168.12;433.99;99.26;41.80;11.78;61.51;12.86;4.65;171.02;445.66;98.92;40.14;2.77;8.08;1.07;0.97
169.06;452.95;99.61;40.89;14.55;36.44;9.73;5.38;171.01;445.70;98.92;40.31;2.77;8.13;1.08;1.03
171.45;447.56;98.91;40.32;13.64;59.93;8.83;5.77;170.69;445.14;99.16;40.51;2.56;7.81;0.86;0.86
166.07;464.71;103.71;41.83;15.63;44.56;9.87;5.79;168.97;447.93;100.33;40.89;2.04;11.80;1.95;0.95
171.78;438.74;99.67;39.31;15.33;56.74;9.89;4.76;169.30;447.59;100.23;40.83;2.38;12.09;1.97;1.06
167.99;443.91;98.61;37.35;13.87;45.67;9.59;4.38;169.27;449.57;100.10;39.94;2.40;9.92;2.07;1.71
169.95;445.59;100.60;39.10;17.23;56.32;9.24;6.19;169.45;448.10;100.30;39.58;2.41;9.84;2.06;1.65
166.49;461.76;103.78;39.54;12.32;41.90;11.03;4.81;168.46;450.94;101.27;39.43;2.40;11.55;2.36;1.60
168.83;450.37;102.21;40.38;12.56;41.41;10.11;6.22;169.01;448.07;100.97;39.14;2.00;8.71;2.05;1.11
171.49;463.41;100.67;38.78;14.64;53.25;8.20;4.57;168.95;453.01;101.17;39.03;1.90;9.08;1.94;1.12
165.92;441.07;98.17;39.34;16.22;34.17;10.30;5.18;168.54;452.44;101.09;39.43;2.34;9.85;2.09;0.60
172.29;448.15;99.81;41.20;11.76;57.72;9.23;4.33;169.00;452.95;100.93;39.85;2.86;9.46;2.16;0.95
169.86;459.87;99.29;40.69;11.11;54.10;11.11;5.48;169.68;452.57;100.03;40.08;2.50;9.05;1.52;0.99
173.66;448.62;97.55;40.11;12.85;58.55;8.84;6.32;170.64;452.23;99.10;40.02;2.98;9.19;1.25;0.98
169.84;460.46;96.82;40.61;12.13;53.26;9.10;5.07;170.31;451.64;98.33;40.39;2.95;8.35;1.23;0.70
164.17;454.18;102.17;40.91;15.46;49.61;8.68;4.08;169.96;454.26;99.13;40.70;3.63;5.90;2.10;0.40
170.73;455.15;98.86;40.44;19.66;54.98;10.32;5.52;169.65;455.66;98.94;40.55;3.44;4.82;2.06;0.30
169.00;466.36;99.16;40.55;14.60;58.41;10.02;5.06;169.48;456.95;98.91;40.52;3.45;6.73;2.06;0.29
166.66;458.66;101.94;40.37;14.52;46.10;9.95;4.37;168.08;458.96;99.79;40.57;2.66;4.86;2.26;0.21
174.64;449.25;100.91;40.51;14.04;43.66;11.72;4.36;169.04;456.72;100.61;40.55;3.99;6.35;1.54;0.21
172.38;453.72;101.71;39.14;10.23;51.78;9.88;4.57;170.69;456.63;100.51;40.20;3.06;6.40;1.43;0.60
168.48;432.76;97.75;39.46;15.23;59.38;10.75;4.05;170.24;452.15;100.29;40.00;3.22;12.56;1.79;0.66
164.07;443.09;99.34;40.40;13.49;37.44;11.55;4.79;169.25;447.50;100.33;39.98;4.27;10.04;1.76;0.63
173.27;456.21;96.91;40.17;14.41;61.14;9.94;4.90;170.57;447.01;99.32;39.94;4.30;9.39;2.03;0.61
166.29;434.25;98.72;40.23;15.20;67.26;11.63;5.36;168.90;444.01;98.89;39.88;3.92;10.79;1.83;0.55
178.25;458.73;102.91;41.98;18.11;56.39;8.98;5.77;170.07;445.01;99.13;40.45;5.70;12.07;2.31;0.93
186.94;449.25;97.62;40.64;19.36;41.96;11.56;7.12;173.76;448.31;99.10;40.69;9.27;9.96;2.33;0.75
177.07;436.96;93.13;40.54;15.18;57.72;11.80;3.54;176.36;447.08;97.86;40.71;7.53;11.07;3.52;0.74
167.57;464.63;100.63;38.74;11.76;52.01;7.47;5.98;175.22;448.76;98.60;40.43;8.49;13.24;3.66;1.16
166.72;451.33;102.41;39.44;16.62;55.07;10.48;5.09;175.31;452.18;99.34;40.27;8.37;10.47;4.04;1.24
167.48;430.49;99.63;39.81;15.67;58.87;9.22;6.10;173.16;446.53;98.69;39.83;8.80;13.29;3.56;0.79
172.02;450.29;99.03;40.90;14.63;49.68;7.20;4.68;170.17;446.74;98.97;39.89;4.38;13.35;3.51;0.86
170.58;437.54;99.33;38.59;14.78;60.32;10.56;4.93;168.88;446.86;100.21;39.49;2.30;13.25;1.37;0.93
168.79;398.58;98.01;38.89;16.01;57.35;9.65;4.86;169.12;433.65;99.68;39.53;2.19;21.47;1.64;0.90
166.24;377.38;96.19;39.72;11.08;54.71;9.75;4.71;169.02;418.86;98.44;39.58;2.32;30.02;1.40;0.90
187.75;442.16;98.80;41.01;15.68;55.43;9.27;3.60;173.08;421.19;98.27;39.82;8.48;31.56;1.26;1.11
162.87;475.99;101.20;40.31;12.22;38.89;13.42;4.11;176.78;454.48;99.13;40.39;9.98;14.57;2.49;0.98
170.01;446.01;126.83;40.20;15.15;57.68;9.72;5.73;176.43;455.11;104.77;40.62;10.23;14.00;12.57;0.68
172.62;450.67;123.54;39.54;13.53;51.82;12.69;6.36;173.98;455.18;110.30;40.42;9.12;13.97;13.73;0.84
173.75;445.71;103.03;37.50;15.99;37.85;11.03;4.84;171.23;456.09;110.50;39.87;5.29;12.94;13.58;1.56
172.00;431.96;99.94;41.62;14.78;47.57;8.60;5.28;170.25;450.07;110.91;39.83;4.34;16.09;13.13;1.51
185.51;448.06;101.17;38.72;18.60;46.32;8.55;5.48;174.78;444.48;110.90;39.52;6.15;7.28;13.14;1.55
186.59;470.88;100.76;41.70;19.76;59.43;8.16;4.49;178.09;449.46;105.69;39.82;7.30;13.99;10.04;1.83
180.60;450.38;98.11;38.75;13.35;55.46;12.38;4.68;179.69;449.40;100.60;39.66;6.65;13.98;1.79;1.90
169.05;460.60;96.71;38.81;16.50;44.86;8.75;3.89;178.75;452.38;99.34;39.92;7.91;14.57;1.88;1.59
172.81;460.30;104.16;40.41;13.85;49.37;9.51;4.84;178.91;458.05;100.18;39.68;7.74;9.15;2.89;1.34
168.50;430.37;97.89;39.79;16.99;37.63;7.47;4.20;175.51;454.51;99.53;39.89;7.86;15.32;2.98;1.23
170.49;444.10;100.43;38.65;15.94;55.89;10.91;4.52;172.29;449.15;99.46;39.28;4.94;12.60;2.95;0.78
169.87;448.44;102.70;40.99;12.13;51.19;9.81;5.51;170.14;448.76;100.38;39.73;1.67;12.58;3.14;1.01
170.42;458.36;97.91;39.74;15.78;54.58;10.21;5.79;170.42;448.31;100.62;39.92;1.56;12.09;2.82;0.87
176.90;455.24;101.32;39.55;17.20;46.66;6.77;4.37;171.24;447.30;100.05;39.74;3.27;10.99;2.13;0.84
171.59;445.42;99.85;40.77;15.01;61.20;10.59;5.72;171.85;450.31;100.44;39.94;2.89;6.23;1.78;0.95
171.10;461.10;98.67;39.47;17.67;46.04;8.96;5.26;171.98;453.71;100.09;40.10;2.83;6.61;1.95;0.72
169.15;463.23;102.38;40.34;14.88;45.84;9.98;6.47;171.83;456.67;100.02;39.97;2.98;6.97;1.84;0.56
168.44;445.69;101.61;39.99;12.26;43.13;11.39;4.99;171.44;454.14;100.76;40.02;3.33;8.36;1.49;0.54
170.19;429.63;97.02;41.34;14.23;48.14;8.51;5.32;170.09;449.01;99.90;40.38;1.31;13.67;2.17;0.72
173.89;447.25;99.72;39.17;15.04;49.59;10.77;4.00;170.55;449.38;99.88;40.06;2.12;13.58;2.17;0.85
170.10;456.06;98.37;38.99;14.36;56.21;8.48;3.86;170.35;448.37;99.82;39.97;2.10;12.64;2.22;0.95
168.21;434.97;102.68;41.07;15.80;46.70;11.93;4.47;170.16;442.72;99.88;40.11;2.27;10.47;2.31;1.07
167.29;457.42;96.94;39.45;13.18;46.05;8.36;4.44;169.93;445.07;98.95;40.01;2.53;12.43;2.38;1.11
172.86;465.18;99.48;40.42;14.38;40.11;7.32;5.56;170.47;452.17;99.44;39.82;2.86;11.53;2.12;0.89
173.78;443.61;99.15;38.14;13.95;48.65;9.26;4.67;170.45;451.45;99.32;39.62;2.83;12.02;2.11;1.16
174.31;452.33;99.81;41.55;17.03;49.32;8.17;5.30;171.29;450.70;99.61;40.13;3.29;11.78;2.05;1.36
165.81;444.66;100.11;39.23;14.32;54.59;9.93;4.78;170.81;452.64;99.10;39.76;3.96;9.02;1.26;1.29
169.21;447.75;104.58;40.10;13.96;55.69;10.66;5.58;171.19;450.71;100.63;39.89;3.61;8.77;2.24;1.28
169.56;429.45;97.94;41.40;15.17;51.06;9.80;5.47;170.53;443.56;100.32;40.08;3.53;8.58;2.52;1.45
167.86;433.49;101.62;40.92;15.35;42.15;10.13;4.70;169.35;441.54;100.81;40.64;3.14;9.69;2.48;0.97
167.48;451.15;100.20;40.85;17.28;65.65;8.79;4.65;167.99;441.30;100.89;40.50;1.50;9.37;2.45;0.85
167.24;444.17;100.42;39.57;14.25;39.06;10.71;4.71;168.27;441.20;100.95;40.57;1.05;9.33;2.43;0.72
169.85;447.61;96.90;38.29;13.31;46.61;8.43;5.67;168.40;441.17;99.42;40.20;1.22;9.31;1.93;1.27
170.03;442.47;98.09;40.73;17.49;42.42;9.10;4.42;168.49;443.78;99.45;40.07;1.34;6.65;1.91;1.14
168.88;439.22;99.86;40.24;15.39;46.54;11.99;4.85;168.70;444.92;99.09;39.94;1.30;4.61;1.53;1.05
178.08;442.23;99.08;40.39;12.59;65.05;8.20;4.20;170.82;443.14;98.87;39.84;4.21;3.07;1.41;0.97
172.47;455.44;97.68;39.56;15.37;47.38;9.76;5.54;171.86;445.39;98.32;39.84;3.72;6.37;1.17;0.97
172.65;441.70;100.53;40.43;13.93;50.16;9.96;5.26;172.42;444.21;99.05;40.27;3.55;6.41;1.19;0.43
166.89;452.66;99.76;40.86;14.06;41.41;10.86;4.35;171.79;446.25;99.39;40.30;4.28;7.28;1.08;0.47
168.63;454.19;101.50;40.81;15.01;33.19;9.50;5.44;171.74;449.24;99.71;40.41;4.33;6.72;1.45;0.52
169.80;451.51;98.88;39.66;17.47;52.78;11.64;6.62;170.09;451.10;99.67;40.27;2.48;5.46;1.47;0.62
170.21;444.85;94.52;37.87;13.46;57.34;9.67;4.51;169.63;448.98;99.04;39.93;2.12;5.41;2.70;1.25
171.55;443.22;101.74;40.44;14.94;51.13;11.21;3.85;169.41;449.29;99.28;39.93;1.76;4.92;2.92;1.25
176.15;430.92;97.22;39.75;16.37;43.60;9.71;4.41;171.27;444.94;98.77;39.71;2.92;9.06;3.03;1.13
161.50;446.24;105.74;39.88;17.59;50.35;13.14;6.12;169.84;443.35;99.62;39.52;5.30;7.61;4.31;0.97
166.08;450.22;125.65;37.91;13.10;59.19;11.92;5.89;169.10;443.09;104.97;39.17;5.56;7.28;12.33;1.20
170.53;442.08;118.42;40.69;14.44;37.79;14.58;4.20;169.16;442.54;109.75;39.73;5.58;7.22;11.88;1.09
167.09;383.75;101.05;40.71;10.14;57.02;9.36;6.22;168.27;430.64;109.62;39.79;5.46;27.19;12.00;1.14
172.50;356.53;98.88;40.82;19.99;35.94;9.92;4.56;167.54;415.76;109.95;40.00;4.25;42.84;11.59;1.23
172.15;418.47;101.06;39.28;11.09;73.33;9.18;4.47;169.67;410.21;109.01;39.88;2.94;39.58;12.19;1.27
172.01;434.51;98.88;40.54;14.55;57.33;8.07;3.85;170.86;407.07;103.66;40.41;2.24;36.08;8.32;0.64
166.26;453.17;96.51;41.45;13.52;46.09;10.30;6.49;170.00;409.29;99.28;40.56;3.06;38.99;1.89;0.79
170.95;467.46;101.05;39.47;15.43;46.32;11.44;5.97;170.78;426.03;99.28;40.31;2.59;43.05;1.89;0.92
173.27;446.78;100.98;42.31;15.57;50.20;9.35;4.65;170.93;444.08;99.70;40.61;2.74;18.60;2.01;1.29
168.22;457.27;101.97;40.93;15.16;43.04;10.30;3.57;170.14;451.84;99.88;40.94;2.86;12.26;2.20;1.06
163.54;455.12;99.22;39.83;18.14;52.65;10.59;4.85;168.45;455.96;99.95;40.80;3.82;7.53;2.17;1.17
168.38;380.79;100.09;37.97;19.14;53.49;11.37;7.01;168.87;441.48;100.66;40.10;3.63;34.72;1.05;1.63
175.89;357.75;96.21;39.41;15.26;60.68;9.88;4.93;169.86;419.54;99.70;40.09;4.81;46.77;2.20;1.64
170.52;434.36;98.10;39.94;16.62;56.25;10.47;4.38;169.31;417.06;99.12;39.61;4.47;45.27;2.16;1.08
173.34;472.32;99.66;39.95;16.24;43.03;9.68;4.63;171.07;422.60;99.88;40.09;3.49;42.42;1.44;1.10
171.81;457.53;97.61;41.67;14.05;49.40;9.09;4.09;170.48;422.59;98.97;40.11;2.92;42.42;1.04;1.14
172.59;431.72;96.38;39.77;16.28;41.15;9.74;4.76;170.80;429.03;98.41;40.35;3.07;40.45;1.54;0.80
163.04;451.00;100.33;39.45;16.71;46.16;10.25;5.83;169.28;445.51;98.83;40.28;4.64;22.45;1.75;0.88
175.11;454.75;97.61;39.45;14.42;55.93;9.29;4.50;171.18;453.46;98.32;40.06;4.71;14.60;1.63;0.93
170.38;455.82;96.16;41.28;13.82;45.84;6.54;4.44;170.58;450.16;97.62;40.32;4.55;10.58;1.66;1.07
174.42;441.92;100.69;41.25;15.51;53.08;9.72;3.99;171.11;447.04;98.23;40.24;4.87;10.16;2.15;0.95
170.15;430.64;97.14;40.06;14.49;42.56;8.38;5.11;170.62;446.82;98.38;40.30;4.80;10.57;2.01;0.92
173.77;397.66;101.75;40.71;13.92;57.44;10.45;4.99;172.76;436.16;98.67;40.55;2.33;23.86;2.41;0.79
170.78;351.27;99.01;40.86;19.31;35.91;11.02;4.24;171.90;415.46;98.95;40.83;2.03;41.82;2.34;0.50
171.76;433.66;105.46;42.05;14.45;48.25;7.31;5.48;172.17;411.03;100.81;40.99;1.85;37.42;3.13;0.73
163.74;448.84;97.36;40.36;16.07;55.12;9.82;5.72;170.04;412.41;100.14;40.81;3.78;38.95;3.50;0.76
167.44;465.18;98.92;41.13;13.40;46.28;12.22;4.98;169.50;419.32;100.50;41.02;3.95;45.50;3.19;0.64
176.32;446.18;101.63;40.46;16.15;55.05;11.19;4.30;170.01;429.02;100.48;40.97;4.73;44.89;3.18;0.68
163.67;465.56;103.91;38.66;12.31;46.49;9.70;4.57;168.59;451.88;101.46;40.53;5.45;13.58;3.36;1.25
168.87;450.31;99.42;42.79;14.18;49.27;10.28;6.77;168.01;455.21;100.25;40.68;5.18;9.39;2.56;1.49
168.43;444.67;121.67;39.91;17.87;49.19;12.47;3.55;168.95;454.38;105.11;40.59;4.60;10.24;9.46;1.53
166.36;437.97;123.20;38.02;14.06;37.86;9.59;3.30;168.73;448.94;109.97;39.97;4.72;10.30;11.50;1.85
166.38;444.69;100.86;38.78;12.79;54.56;9.70;3.69;166.74;448.64;109.81;39.63;2.07;10.42;11.65;1.89
171.73;427.42;100.30;40.33;15.79;47.13;7.90;4.45;168.36;441.01;109.09;39.96;2.21;8.77;12.20;1.82
170.30;442.34;100.74;39.67;16.97;57.51;9.21;5.02;168.64;439.42;109.36;39.34;2.38;7.25;11.95;0.93
172.99;443.69;100.89;40.69;16.95;59.18;9.38;4.91;169.55;439.22;105.20;39.50;3.05;7.08;10.07;1.10
169.51;439.20;105.88;39.89;14.44;54.01;15.27;6.59;170.18;439.47;101.74;39.87;2.51;7.05;2.33;0.73
168.46;446.54;123.55;39.31;15.36;50.86;12.84;5.38;170.60;439.84;106.27;39.98;1.79;7.43;9.92;0.54
169.15;473.09;121.01;38.68;12.65;42.89;16.44;4.80;170.08;448.97;110.41;39.65;1.76;13.74;11.07;0.74
172.77;447.28;96.76;39.59;17.57;48.11;10.65;4.31;170.57;449.96;109.62;39.63;2.14;13.31;12.04;0.74
172.42;442.50;100.55;40.54;15.16;54.07;12.13;5.50;170.46;449.72;109.55;39.60;1.99;13.46;12.10;0.69
193.29;457.88;98.79;41.85;14.09;40.08;10.81;4.83;175.22;453.46;108.13;39.99;10.28;12.36;13.02;1.23
188.73;451.22;99.71;39.03;12.28;54.67;9.36;4.26;179.27;454.39;103.37;39.94;10.93;11.87;9.97;1.28
175.66;462.16;97.85;42.12;12.91;44.41;11.00;4.28;180.58;452.21;98.73;40.63;9.74;7.92;1.49;1.35
167.97;455.87;101.23;39.53;11.85;47.30;9.74;5.91;179.61;453.93;99.63;40.61;10.88;7.50;1.35;1.37
170.37;462.15;93.91;40.63;12.42;41.98;10.45;3.64;179.21;457.86;98.30;40.63;11.25;4.61;2.75;1.37
171.52;440.64;101.37;39.07;18.30;46.34;13.81;4.65;174.85;454.41;98.81;40.08;8.24;8.97;3.09;1.31
172.30;448.42;102.62;41.03;13.28;50.94;9.81;4.33;171.57;453.85;99.40;40.48;2.82;9.30;3.54;1.22
169.35;435.14;100.11;38.80;15.82;50.07;12.43;5.39;170.30;448.44;99.85;39.81;1.72;10.97;3.44;0.98
168.78;450.08;100.20;40.47;16.74;43.84;13.74;6.37;170.46;447.29;99.64;40.00;1.47;10.27;3.36;1.00
166.45;461.13;98.55;40.65;14.95;39.98;7.99;8.13;169.68;447.08;100.57;40.00;2.32;9.90;1.52;1.00
170.10;467.37;101.62;38.78;13.69;36.69;12.03;5.46;169.40;452.43;100.62;39.95;2.12;12.45;1.56;1.08
168.15;440.44;99.38;40.37;18.31;43.69;7.12;5.52;168.57;450.83;99.97;39.81;1.38;13.55;1.14;0.94
