principal component 1;principal component 2;model;age;Risk
7.466429998;0.179389963;model3;20;low
2.864914509;2.413814256;model3;20;low
-6.221319863;5.468800397;model3;20;low
-0.79972108;1.807449074;model3;20;low
-14.85063113;1.965653472;model3;20;low
-10.65840754;-4.03546306;model3;20;low
15.2209663;-11.21667204;model3;20;low
-0.507892005;-0.864587872;model3;20;low
-13.92772807;5.791101799;model3;20;low
-9.021431704;3.363431322;model3;20;low
-5.085644753;1.604030683;model3;20;low
-12.64708511;-4.654031574;model3;20;low
-24.14169626;-0.681617076;model3;20;low
3.700978244;-9.979985706;model3;20;intermediate
4.815911352;-6.51562276;model3;20;intermediate
7.787687137;-4.911904147;model3;20;intermediate
-10.7882124;6.844486416;model3;20;intermediate
4.573886184;-2.586200576;model3;20;intermediate
-0.894020259;-1.396303313;model3;20;intermediate
-7.573765555;0.356233593;model3;20;intermediate
-7.367313278;-3.000151068;model3;20;intermediate
14.498884;-9.541728095;model3;20;intermediate
79.24727443;-15.88352461;model3;20;intermediate
75.08756792;0.380957548;model3;20;intermediate
23.84850622;31.17748097;model3;20;intermediate
7.744126981;41.72459878;model3;20;intermediate
27.51880499;28.30642303;model3;20;intermediate
-12.40866225;32.53772765;model3;20;intermediate
-18.9763299;6.328999704;model3;20;high
-5.237696458;-4.276697207;model3;20;high
-3.260536644;-2.878587186;model3;20;high
-16.86732028;-2.111328943;model3;20;high
-5.383923473;-6.738042387;model3;20;high
-5.177256836;-5.844337933;model3;20;high
-12.99511365;-2.743665069;model3;20;high
-10.93156034;-5.213734122;model3;20;high
2.334828538;-8.530134497;model3;20;high
1.949075725;-7.115792433;model3;20;high
-15.00671806;3.14073353;model3;20;high
-9.539727284;0.033641202;model3;20;high
0.335907955;-4.622270008;model3;20;high
61.28461871;-15.19653347;model3;20;high
76.52509067;-6.167745623;model3;20;high
35.26602689;21.53596722;model3;20;high
-16.52034705;0.155374458;model1;11;low
7.441793471;-10.36959524;model1;11;low
-5.47129621;-0.967829253;model1;11;low
3.076216822;-5.134491876;model1;11;low
2.676263909;-3.083563245;model1;11;low
3.749941827;-4.045527246;model1;11;low
4.631647541;-6.245937755;model1;11;low
-6.841177157;0.085589892;model1;11;low
-3.06540455;-2.646551097;model1;11;low
-15.32942732;4.157170608;model1;11;low
64.89547392;-15.77604041;model1;11;low
68.6569443;-3.512836942;model1;11;low
35.51669585;19.33719892;model1;11;low
13.49213445;32.13028846;model1;11;low
9.862813733;34.24651221;model1;11;intermediate
2.460164866;22.12144678;model1;11;intermediate
2.889440413;-2.101849196;model1;11;intermediate
-12.02087853;-2.79228003;model1;11;intermediate
-1.733503213;-7.587307985;model1;11;intermediate
-2.430082634;-5.251183265;model1;11;intermediate
-14.52379858;1.276879448;model1;11;intermediate
-24.07683586;5.117301651;model1;11;intermediate
2.749941428;-6.770551837;model1;11;intermediate
12.77214083;-7.689269456;model1;11;intermediate
93.81353216;-18.25351598;model1;11;intermediate
49.25447553;15.20468751;model1;11;intermediate
29.87738934;26.01170963;model1;11;intermediate
19.92150829;31.59854877;model1;11;intermediate
28.97773403;26.28400584;model1;11;intermediate
4.02522933;8.114519109;model1;11;high
5.116758039;-3.750645023;model1;11;high
-4.028056603;-1.000900175;model1;11;high
-7.054392015;0.985700485;model1;11;high
-9.442749507;-2.140760088;model1;11;high
-9.977742949;-1.996297674;model1;11;high
-11.14833208;-6.805260724;model1;11;high
-37.46834973;12.2984127;model1;11;high
-11.77367428;-3.9384069;model1;11;high
-2.762475174;-6.050328022;model1;11;high
-10.09882598;-1.7191358;model1;11;high
-7.579973411;-3.116330939;model1;11;high
-17.42998065;-1.04452977;model1;11;high
-6.046162175;-6.01111479;model1;11;high
-10.71417769;-6.672208197;model1;11;high
-7.916001367;-6.969603808;model1;11;high
-12.43969181;2.897826518;model4;15;intermediate
-10.19841746;1.099368295;model4;15;intermediate
-1.466253468;-3.574056381;model4;15;intermediate
6.129305726;-9.681333458;model4;15;intermediate
3.859193304;-5.042341855;model4;15;intermediate
8.396756225;-5.810888422;model4;15;intermediate
-0.426685897;-1.161426708;model4;15;intermediate
-6.277084823;2.182167675;model4;15;intermediate
8.31464342;-6.419629742;model4;15;intermediate
4.195196126;-3.647715418;model4;15;intermediate
-1.123189191;-3.088582656;model4;15;intermediate
-7.640175753;1.439435059;model4;15;intermediate
5.069980781;-5.138687004;model4;15;intermediate
-21.3111087;9.323695634;model4;15;intermediate
-12.84532084;1.826254264;model4;15;high
-17.08266501;0.296187461;model4;15;high
-7.178365707;-4.724706831;model4;15;high
-11.08791812;-7.200536032;model4;15;high
-21.53505373;-1.305037183;model4;15;high
5.550185942;-10.10239662;model4;15;high
7.827110997;-6.445945012;model4;15;high
-8.131348634;2.015395168;model4;15;high
-2.704710311;0.273635899;model4;15;high
-8.709893195;2.306181807;model4;15;high
-21.18898283;5.859609146;model4;15;high
-1.664506701;-8.375594137;model4;15;high
0.444968935;-6.92824035;model4;15;high
-6.391078285;-2.783780291;model4;15;high
0.091273461;-4.71837085;model4;15;high
-8.105502042;-0.798628595;model4;15;high
18.32317505;29.1632861;model4;15;low
42.74953409;15.47352099;model4;15;low
80.80531656;-3.213867251;model4;15;low
81.70858981;-2.096428292;model4;15;low
21.67211283;33.67001314;model4;15;low
11.89664678;39.96225106;model4;15;low
23.43864061;31.58016841;model4;15;low
21.36588635;15.2431742;model4;15;low
6.542059282;-5.4439018;model4;15;low
-13.79714319;7.323323248;model4;15;low
-7.185018693;2.373691705;model4;15;low
-11.46854336;4.00329651;model4;15;low
-7.203818125;-3.601543819;model4;15;low
5.134173729;-10.39342735;model4;15;low
-13.00186486;0.703581329;model4;15;intermediate
0.681112604;-5.198277422;model4;15;intermediate
-5.593032892;-1.915815993;model4;15;intermediate
-9.387492743;0.448190705;model4;15;intermediate
-0.070274364;-7.259836722;model4;15;intermediate
9.016365287;-8.521990137;model4;15;intermediate
0.186787624;-2.581352717;model4;15;intermediate
-1.996638642;-1.803131627;model4;15;intermediate
-9.441938028;2.91999166;model4;15;intermediate
2.198076729;-3.737155887;model4;15;intermediate
-11.0084676;-1.513481174;model4;15;intermediate
9.308589231;-9.070420863;model4;15;intermediate
-12.63816806;2.309541419;model4;15;intermediate
-6.494062758;0.932179996;model4;15;intermediate
-2.732843283;-2.938475616;model4;15;intermediate
-5.315161787;-1.673702733;model4;15;high
-6.085116724;-7.087090541;model4;15;high
-10.38500034;-5.379725974;model4;15;high
-7.216203497;-6.921921844;model4;15;high
4.175611548;-9.503954103;model4;15;high
-6.81931534;-2.386264035;model4;15;high
1.420327213;-5.58285594;model4;15;high
-7.486797078;-1.608141658;model4;15;high
-10.35559744;1.27401634;model4;15;high
8.604346787;-9.026181755;model4;15;high
-0.517824196;-3.10124941;model4;15;high
-4.149822048;-1.473617086;model4;15;high
11.88806684;-7.398974411;model4;15;high
63.20716605;-12.91048867;model4;15;high
74.39120773;-5.127777129;model4;15;high
39.07817395;18.2338578;model4;15;high
-3.249373463;-7.363134647;model3;14;intermediate
-31.16819897;13.61175412;model3;14;intermediate
0.102335757;-4.804548293;model3;14;intermediate
-5.926922798;-0.923365551;model3;14;intermediate
3.585604534;-4.258949791;model3;14;intermediate
-6.425173247;0.075419001;model3;14;intermediate
-15.9975773;2.709307872;model3;14;intermediate
-9.90663077;-2.732874417;model3;14;intermediate
-17.90627808;1.370004221;model3;14;intermediate
-14.01168062;-6.384028603;model3;14;intermediate
-17.1933834;-6.674476749;model3;14;intermediate
-12.74681825;-8.214170791;model3;14;high
-24.06687057;-1.748216068;model3;14;high
-10.92993052;-7.75611361;model3;14;high
2.765937572;-9.654157404;model3;14;high
1.620852168;-6.222575684;model3;14;high
-6.160602713;-0.668297817;model3;14;high
-10.52364228;0.787671974;model3;14;high
-0.240397747;-4.526867396;model3;14;high
-5.347204436;-4.179149978;model3;14;high
-8.938021155;-4.305619047;model3;14;high
-11.39859833;-4.078143989;model3;14;high
-15.93981642;-1.433437702;model3;14;high
-12.73233198;-5.820801835;model3;14;high
-17.82714786;-5.181593389;model3;14;high
0.17912267;-10.30237873;model3;14;high
-14.11477987;-2.076219665;model3;14;high
-24.42136074;9.677016629;model3;14;low
-4.667283852;-2.822856589;model3;14;low
6.202620424;-7.802094379;model3;14;low
-3.25264096;-0.803819902;model3;14;low
-15.06595342;3.466635303;model3;14;low
-1.154405313;-3.536459926;model3;14;low
8.889794399;-6.654381416;model3;14;low
-5.27358862;-1.346056069;model3;14;low
-5.636163772;-1.22967141;model3;14;low
-20.82069843;8.301379887;model3;14;low
-6.340955428;-1.745165746;model3;14;low
-5.307639189;-5.918519593;model3;14;low
8.682439246;-9.115104066;model3;14;low
-20.3800807;7.295881201;model3;14;low
-3.946950697;-1.504977179;model3;14;low
-8.816259158;0.670726192;model3;14;low
18.26342723;-7.968620189;model3;14;low
-0.931071428;0.515298634;model3;14;low
-3.118029677;1.481973324;model3;14;low
-1.280700454;0.486263764;model3;14;low
14.11104229;-5.241205171;model3;14;low
10.06788585;-6.0559353;model3;14;low
-18.09873537;13.15394841;model3;14;low
-5.013407657;3.865224996;model3;14;low
-0.879210553;1.601908647;model3;14;low
-14.61013;3.699775386;model3;14;low
-2.928289339;-7.594787377;model3;14;low
-19.50066394;1.824869892;model3;14;low
0.261474721;-7.083484361;model3;14;low
5.204340089;-7.247038832;model3;14;low
80.85551423;-16.62878843;model3;14;low
86.1330832;-1.918983242;model3;14;low
21.02911383;36.67719751;model3;14;low
12.16568961;42.87470362;model3;14;low
13.8180018;40.26553956;model3;14;low
16.38335876;18.63411623;model3;14;low
-13.45050933;-0.140545049;model3;14;low
-11.69553057;-3.304439913;model3;14;low
-5.624036195;-5.697254283;model3;14;low
4.906898803;-7.865391246;model3;14;low
-20.72882485;4.952580923;model3;14;low
5.764419118;-6.33792336;model3;14;low
8.169339347;-4.728897174;model3;14;low
-19.27683867;11.29277887;model3;14;low
-7.047016927;1.212357382;model3;14;intermediate
15.45718581;-6.196022623;model3;14;intermediate
-12.54006218;7.42297389;model3;14;intermediate
-5.704051204;-0.182037652;model3;14;intermediate
-17.39152974;6.302540476;model3;14;intermediate
-4.241601962;-0.915500419;model3;14;intermediate
-2.711328973;-8.501191858;model3;14;intermediate
0.773743574;-6.735763141;model3;14;intermediate
-14.32336298;0.959723617;model3;14;intermediate
-12.63933617;0.611086161;model3;14;intermediate
11.81848245;-8.7858651;model3;14;intermediate
-11.25399333;3.449753411;model3;14;intermediate
-20.00217612;5.449368057;model3;14;intermediate
13.59549615;-7.311573324;model3;14;intermediate
-2.533672992;2.914295997;model3;14;intermediate
-10.2591196;1.287808207;model3;14;high
12.96562897;-6.016055836;model3;14;high
-14.75885466;10.58569924;model3;14;high
-3.394872562;-1.960608737;model3;14;high
-12.40427916;2.919221274;model3;14;high
1.411088512;-3.177391774;model3;14;high
-3.415482818;-5.693520599;model3;14;high
-28.52749773;10.46865182;model3;14;high
-13.18398752;-0.793277438;model3;14;high
-12.85316948;-1.094009915;model3;14;high
18.6322462;-11.03211625;model3;14;high
18.17165469;-5.449138614;model3;14;high
16.30678969;-1.274816296;model3;14;high
11.66205108;1.837716388;model3;14;high
-2.439757018;8.844362667;model3;14;high
-11.53922789;11.28410183;model3;14;high
-2.272650429;-1.787695608;model4;10;low
-9.202861532;0.959960864;model4;10;low
8.093530973;-7.279985011;model4;10;low
-1.948298593;-2.070038108;model4;10;low
12.19494003;-7.487687976;model4;10;low
-13.58310217;7.829738098;model4;10;low
-0.769684605;0.636276073;model4;10;low
-11.96202691;3.570115197;model4;10;low
3.868664798;-4.206922511;model4;10;low
-15.22495056;0.312893465;model4;10;low
4.92914763;-7.522984136;model4;10;low
14.02093112;-7.406052708;model4;10;low
5.737170533;-1.594674532;model4;10;low
-0.320949559;1.019781398;model4;10;low
5.018593472;-2.512060855;model4;10;low
-6.469144026;3.359066636;model4;10;low
-6.482850612;-1.898392741;model4;10;low
4.001185962;-7.6748636;model4;10;low
2.231011221;-5.172487347;model4;10;low
-12.37831396;1.879278355;model4;10;low
-3.373386823;-2.898023553;model4;10;low
-0.699024456;-3.657659003;model4;10;low
-12.87231681;0.81521382;model4;10;low
-3.850310938;-6.904016842;model4;10;low
-20.46923609;3.797354076;model4;10;low
-4.101440136;-5.262314983;model4;10;low
0.643599675;-7.575623428;model4;10;low
2.214832963;-5.4484189;model4;10;low
-4.079333451;-2.468570104;model4;10;low
6.489277782;-7.73921959;model4;10;low
-7.843292234;1.326115501;model4;10;low
12.11687516;-7.508103722;model4;10;low
-21.70305061;13.50710985;model4;10;low
-7.420329733;3.490080128;model4;10;low
-3.474850358;-1.507078631;model4;10;low
2.341247322;-2.934881867;model4;10;low
4.850306618;-6.828812773;model4;10;low
-17.92671665;6.281064992;model4;10;low
-7.414783699;0.431655197;model4;10;low
-8.452241652;-0.496806461;model4;10;low
-3.45091213;-4.280702655;model4;10;low
-1.542191675;-8.06696521;model4;10;low
-10.94131551;-2.646364414;model4;10;low
-11.89817998;-2.895793341;model4;10;low
-3.401272735;-5.899262398;model4;10;low
-18.75249526;2.928039313;model4;10;low
3.569853412;-9.231019342;model4;10;low
-20.79735694;4.357864743;model4;10;low
0.565264532;-5.505809794;model4;10;low
46.45842279;-12.67644613;model4;10;low
81.15912074;-10.21340881;model4;10;low
53.09553521;12.83931767;model4;10;low
16.97089721;32.87259395;model4;10;low
19.33750315;30.9657489;model4;10;low
2.554321505;34.72647139;model4;10;low
10.29727532;4.161203391;model4;10;low
-4.991784977;-2.810085904;model4;10;low
0.489505915;-4.944903369;model4;10;low
-9.456454678;-0.205683819;model4;10;low
-3.773969332;-4.231851377;model4;10;low
-16.40348115;0.79324891;model4;10;low
0.815820581;-6.952255485;model4;10;low
-6.441033286;-4.828342304;model4;10;low
-23.78042172;7.167617378;model4;10;low
-2.663352402;-5.003440159;model4;10;low
-3.632492167;-3.007563406;model4;10;low
-13.64763639;-0.793090658;model4;10;low
-2.782039536;-6.333340375;model4;10;low
13.37482341;-9.74071318;model4;10;low
-3.507187514;0.156908278;model4;10;low
-5.694539034;1.100937516;model4;10;low
2.679780078;-2.523309916;model4;10;low
-1.829433877;0.472328732;model4;10;low
-0.701804724;-7.050254801;model4;10;low
-11.83630124;-0.285925613;model4;10;low
-6.321883945;-4.265514644;model4;10;low
-14.32949736;-1.133953756;model4;10;low
-11.68337202;-4.065487917;model4;10;low
-23.65833523;0.110609655;model4;10;low
-7.463620821;-7.162955956;model4;10;low
-5.955899958;-7.970990562;model4;10;low
-2.454820307;-7.260293207;model4;10;low
17.09872215;-9.33745406;model4;10;low
-9.652978262;5.911046504;model4;10;low
-1.994192208;1.154578449;model4;10;low
-3.261064288;1.540734125;model4;10;low
-9.24196025;3.807166294;model4;10;low
-17.73987383;-1.819493289;model4;10;low
-27.32993402;4.310953183;model4;10;low
-18.07447008;-4.511458176;model4;10;low
-6.374062292;-9.913991987;model4;10;low
1.861225862;-8.939979705;model4;10;low
-8.32425176;-1.480252944;model4;10;low
-0.101549048;-5.401960949;model4;10;low
-8.272122013;-1.256101897;model4;10;low
4.86900452;-6.899192559;model4;10;low
9.484604964;-7.699399218;model4;10;low
6.096799912;-4.510555632;model4;10;low
3.165999442;-2.917046465;model4;10;low
1.334704436;-2.530987641;model4;10;low
5.272599763;-5.131772384;model4;10;low
5.991024722;-6.471645771;model4;10;low
8.059551549;-7.238855247;model4;10;low
-4.17564265;0.271258903;model4;10;low
-6.89428865;3.108685163;model4;10;low
0.193292065;-3.263851686;model4;10;low
1.956087866;-5.101383694;model4;10;low
-2.035946606;-5.308510309;model4;10;low
-4.827509223;-3.366240518;model4;10;low
-16.26421759;4.60085734;model4;10;low
-17.80043368;3.245769016;model4;10;low
-13.25009345;-2.955678922;model4;10;low
4.381921048;-10.3750397;model4;10;low
-7.847791983;-3.586528285;model4;10;low
-9.519815308;-2.304948771;model4;10;low
-9.007781531;-2.047894172;model4;10;low
9.950759604;-8.424209885;model4;10;low
4.116952601;-5.16804019;model4;10;low
-7.286347048;1.997289012;model4;10;low
-9.956244981;3.293277285;model4;10;low
8.051556744;-4.528458629;model4;10;low
-10.82766279;1.201345868;model4;10;low
-14.87321448;0.510414647;model4;10;low
7.158646984;-7.529662409;model4;10;low
-8.815664481;1.11773283;model4;10;low
-3.032975953;-4.777749662;model4;10;low
-1.250218632;-4.297045565;model4;10;low
-5.545609341;-1.509267276;model4;10;low
10.34885832;-9.656671574;model4;10;low
-13.99987116;6.251251608;model4;10;low
-9.677872179;2.731626222;model4;10;low
-5.902670781;-1.470575399;model4;10;low
-9.956936398;1.516267535;model4;10;low
-27.40347611;2.000415264;model4;10;low
-7.847127492;-7.387696684;model4;10;low
10.81555672;-9.908373259;model4;10;low
-7.988201287;0.98175168;model4;10;low
-11.75279899;3.310210092;model4;10;low
-3.52920675;-1.786235381;model4;10;low
